year,month,day,tmin,tmax,wind,rain
# Merlimau, Melaka; 2.253213 N, 102.451753 E; 1987/1/1 - 2008/12/31
1987,10,18,23.2,34.1,0.9,4.6
1987,10,19,23.5,35.4,1.3,0
1987,10,20,22.8,30.4,1.4,0
1987,10,21,24,31.8,1.6,12.6
1987,10,22,23,31.7,1.1,0
1987,10,23,22.8,36.2,1.3,18.6
1987,10,24,23.6,31.8,1.3,0
1987,10,25,23.7,34.7,1.3,0
1987,10,26,22.7,32.4,1.2,0
1987,10,27,23.2,30.9,1.1,20.4
1987,10,28,23.7,31.4,1.1,0
1987,10,29,23.5,35.7,1.7,0
1987,10,30,23.7,36,1.6,0
1987,10,31,23.3,32.2,1.3,0
1987,11,1,23.1,35.9,0.8,0
1987,11,2,23.9,33.7,1.2,17.5
1987,11,3,23.9,34.8,1,0
1987,11,4,23.7,34.2,1,25
1987,11,5,22.9,35.2,1.1,0
1987,11,6,24.4,34.7,1.2,0
1987,11,7,24.8,36.9,0.9,23
1987,11,8,24.1,33.1,1.1,0
1987,11,9,24.1,32.8,1.8,0
1987,11,10,22.5,36.4,1.3,0
1987,11,11,24.3,32.7,1.2,28.4
1987,11,12,23.7,35.3,1.4,0
1987,11,13,24.3,36.5,1.5,0
1987,11,14,25.4,36.5,1.7,17.6
1987,11,15,24.1,33.2,1.1,44.1
1987,11,16,24.1,31,2.4,0
1987,11,17,22.8,33.6,1.9,0
1987,11,18,23.3,33.7,1.8,0
1987,11,19,23.3,33.1,2.8,0
1987,11,20,24.4,32.5,3,0
1987,11,21,23.8,31.4,2.3,0
1987,11,22,24.2,32.6,2.1,25.7
1987,11,23,23.6,31.1,2,11.8
1987,11,24,23.9,31.8,2.4,19
1987,11,25,24.3,30.5,2.4,0
1987,11,26,24.6,33.5,2.6,0
1987,11,27,25.1,33.2,2.3,0
1987,11,28,24.5,35,1.7,0
1987,11,29,23.8,30.8,1.2,21.6
1987,11,30,22,29.7,1.2,7.7
1987,12,1,22,31.3,1.4,0
1987,12,2,24,32.6,2.4,10.8
1987,12,3,24.2,31.2,1.9,0
1987,12,4,24.4,32.4,1.6,0
1987,12,5,23.9,33.8,1.9,0
1987,12,6,24,32.5,3,0
1987,12,7,24.1,27.5,3.8,0
1987,12,8,24,29.3,4.5,0
1987,12,9,24.5,29.9,3.8,0
1987,12,10,23.9,33.3,2.7,0
1987,12,11,23.8,33.3,2.7,0
1987,12,12,24,35,3,2.1
1987,12,13,23.7,32.1,4.6,0
1987,12,14,23.4,32.9,4.6,0
1987,12,15,23.1,33.8,3.6,0
1987,12,16,22.1,34.8,2.9,0
1987,12,17,23.4,33.5,3.1,0
1987,12,18,23.3,31.5,3,3.1
1987,12,19,22.6,33.1,2.4,0
1987,12,20,22.8,36.4,1.4,0
1987,12,21,22.9,34.5,2,7.9
1987,12,22,22.2,34,2.2,0
1987,12,23,22.9,32.5,2.5,0
1987,12,24,22.8,34.5,2.6,0
1987,12,25,22.9,34.3,2.2,0
1987,12,26,23.3,31.4,2.7,0
1987,12,27,23.3,31.7,1.9,0
1987,12,28,23.9,28.9,2.2,2.3
1987,12,29,23.4,25.7,1.8,13.5
1987,12,30,22,26,2.3,0
1987,12,31,22.3,32,3,3.9
1988,1,1,23.6,32.9,2.4,0
1988,1,2,22.4,34.8,2,0
1988,1,3,24,31.8,2.5,0
1988,1,4,22.9,31.4,2.9,26.9
1988,1,5,23.4,32.1,3.9,0
1988,1,6,23.2,33,3.3,0
1988,1,7,21.9,35.8,2.3,10.9
1988,1,8,22.2,34.7,1.9,0
1988,1,9,22,37,1.1,4.7
1988,1,10,23.3,32.1,3.4,9
1988,1,11,23.7,32.6,4.4,0
1988,1,12,23.3,30.1,4.3,0
1988,1,13,23.5,30.7,3.6,0
1988,1,14,23,32.8,2.9,13
1988,1,15,23.1,31.2,3.2,0
1988,1,16,23.1,33,3.4,0
1988,1,17,24.1,29.4,3.7,0
1988,1,18,23.2,31,3.2,0
1988,1,19,22.1,29.7,2.7,0
1988,1,20,22.5,34.7,3.2,0
1988,1,21,22.2,37.2,2.6,0
1988,1,22,22.6,36.2,2.1,0
1988,1,23,23.2,35.6,1.9,5.6
1988,1,24,23.1,37.8,1.4,4.4
1988,1,25,23,32.7,2.2,0
1988,1,26,23.2,32.2,2.4,12.6
1988,1,27,24,31,2.9,0
1988,1,28,23.6,31.4,3.6,16.6
1988,1,29,22.3,33.5,3.4,0
1988,1,30,22.9,31.8,3.6,0
1988,1,31,23.2,32.1,3.5,0
1988,2,1,23.7,29.8,4.3,35.8
1988,2,2,23.8,31.4,3.5,0
1988,2,3,23.6,32.3,3.5,0
1988,2,4,24.1,30.5,3,0
1988,2,5,23.6,33.3,2.3,0
1988,2,6,24.3,32.1,3.4,0
1988,2,7,24.6,30.5,3.3,0
1988,2,8,24.7,31.9,3.4,12.2
1988,2,9,23.6,36,2.4,0
1988,2,10,24,31.9,4.6,0
1988,2,11,22.8,32.8,4.1,0
1988,2,12,22.3,35.3,2.8,0
1988,2,13,22.8,34.5,3,0
1988,2,14,23.9,32.5,2.1,8.3
1988,2,15,23.9,26.1,2.9,37.6
1988,2,16,23.7,32.1,2.4,0
1988,2,17,24.1,31.6,2,0
1988,2,18,24.2,30.6,3,0
1988,2,19,22.8,32.2,3.6,0
1988,2,20,23.2,29.5,3,0
1988,2,21,23,28.5,2.8,0
1988,2,22,23.9,28.6,2.7,22.7
1988,2,23,23.6,30.4,1.8,0
1988,2,24,24.3,32,3.5,0
1988,2,25,23.9,31.4,3.6,0
1988,2,26,23.1,30.3,4.6,0
1988,2,27,24.5,31.4,4.1,0
1988,2,28,24.5,31.8,3,0
1988,2,29,23.5,33.9,3.3,20.9
1988,3,1,22.9,36.9,2.1,0
1988,3,2,23.2,40.6,1.5,7.7
1988,3,3,24.2,31.2,1.3,5.8
1988,3,4,23.3,30.4,1.5,0
1988,3,5,23.9,31,1.7,7.4
1988,3,6,23.4,27.4,2.6,6.2
1988,3,7,23.1,30.8,2.1,0
1988,3,8,23.2,26.1,4.8,42
1988,3,9,23.5,27.3,3.6,7.1
1988,3,10,23.1,29.4,2.6,6.1
